amount,transaction_time_hour,transaction_frequency_24h,merchant_category,location_risk_score,device_risk_score,distance_from_prev_km,prev_amount_ratio,account_age_days,failed_transactions_24h,is_international,is_online,is_fraud
19.18,14,1,grocery,0.092,0.32,12.3,0.64,954,0,0,0,0
45.51,2,2,dining,0.328,0.5,28.4,1.3,3470,0,0,1,0
63.2,13,2,clothing,0.331,0.135,5.3,0.42,1927,1,0,1,0
71.24,19,2,health_beauty,0.113,0.26,2.0,1.03,3538,0,0,1,0
56.48,11,2,dining,0.032,0.11,30.3,1.78,2636,0,0,1,0
64.81,14,5,grocery,0.121,0.314,9.2,0.85,1091,0,0,0,0
30.39,17,1,utilities,0.01,0.217,2.1,0.8,1743,0,0,0,0
36.81,23,1,clothing,0.134,0.088,1.0,0.81,2072,0,0,1,0
22.96,8,2,travel,0.037,0.138,1.3,1.38,2824,0,0,1,0
40.83,11,5,travel,0.097,0.156,1.4,0.55,1712,0,0,0,0
35.44,14,3,travel,0.147,0.131,8.5,1.32,986,0,0,0,0
64.92,14,3,grocery,0.159,0.31,51.1,0.67,1187,0,0,0,0
75.93,17,3,retail,0.156,0.167,10.4,1.22,1723,0,0,0,0
92.34,11,1,electronics,0.105,0.083,46.3,0.76,471,0,1,1,0
49.94,7,2,dining,0.014,0.169,0.9,1.2,1952,0,0,1,0
74.92,11,1,utilities,0.285,0.473,6.3,1.28,2497,0,0,1,0
60.14,14,1,gas_transport,0.165,0.126,11.4,0.85,1468,0,0,0,0
10.02,9,3,electronics,0.027,0.386,13.5,1.18,3488,0,0,1,0
445.2,0,6,entertainment,0.848,0.712,207.8,6.74,184,4,0,0,1
74.94,16,1,electronics,0.192,0.248,38.4,0.94,3315,0,0,1,0
55.19,6,2,health_beauty,0.12,0.088,14.0,0.79,478,0,0,1,0
905.0,2,13,electronics,0.781,0.859,173.8,6.08,69,1,1,1,1
22.32,15,5,dining,0.1,0.072,6.1,1.28,1557,0,0,1,0
165.63,9,1,grocery,0.16,0.047,16.4,0.65,2799,1,0,1,0
45.98,21,2,health_beauty,0.181,0.127,21.0,1.44,1286,0,0,0,0
14.99,11,2,gas_transport,0.189,0.01,82.4,1.03,1107,0,0,1,0
43.76,16,2,grocery,0.291,0.111,6.6,1.17,3013,0,0,1,0
27.06,12,2,dining,0.221,0.178,5.4,1.18,2592,0,0,0,0
66.11,15,2,gas_transport,0.142,0.058,2.1,0.45,3261,2,0,0,0
82.11,23,2,entertainment,0.112,0.237,1.4,1.13,984,0,0,1,0
80.35,16,1,dining,0.102,0.116,8.8,1.18,253,0,0,1,0
32.04,4,2,dining,0.333,0.243,0.5,1.3,2528,0,0,0,0
12.59,13,1,clothing,0.096,0.5,53.0,0.65,978,0,0,1,0
18.51,16,2,clothing,0.123,0.036,3.5,1.44,2754,0,0,0,0
354.36,14,1,entertainment,0.034,0.264,1.0,0.81,3404,0,0,0,0
31.07,15,3,grocery,0.235,0.069,1.9,0.58,2039,0,0,1,0
159.36,9,1,health_beauty,0.017,0.254,5.6,0.34,2092,0,0,0,0
35.18,17,1,utilities,0.442,0.351,36.8,1.29,1111,0,0,1,0
36.45,19,2,gas_transport,0.048,0.181,1.0,1.1,2739,0,0,0,0
74.4,12,1,entertainment,0.128,0.205,29.8,1.55,1198,0,0,0,0
120.0,1,9,electronics,0.882,0.803,191.6,5.49,102,1,0,1,1
67.13,10,2,dining,0.044,0.135,26.2,1.28,255,0,0,0,0
20.02,5,4,health_beauty,0.113,0.221,7.5,0.9,2448,0,0,0,0
19.03,17,3,grocery,0.199,0.369,7.8,1.18,920,0,0,0,0
34.53,14,2,retail,0.098,0.441,0.5,1.72,1721,0,0,1,0
107.0,5,3,retail,0.091,0.419,1.3,1.1,1994,0,1,1,0
9.58,9,5,entertainment,0.098,0.01,7.8,0.78,368,0,0,1,0
18.58,7,1,grocery,0.271,0.037,9.0,1.19,1110,2,0,0,0
88.63,12,3,dining,0.27,0.088,16.0,1.26,568,0,0,0,0
103.61,15,1,electronics,0.084,0.205,22.5,1.31,208,0,0,1,0
18.6,12,1,dining,0.12,0.14,1.0,1.5,2382,0,0,0,0
17.37,20,1,grocery,0.07,0.097,7.7,1.09,1815,0,0,1,0
39.95,12,1,clothing,0.214,0.04,27.8,1.29,492,0,0,0,0
37.26,18,1,health_beauty,0.128,0.06,45.9,1.17,3018,0,0,1,0
39.59,15,2,clothing,0.035,0.213,7.9,0.95,1400,0,0,0,0
24.79,15,1,dining,0.01,0.01,6.9,1.3,469,0,0,0,0
46.0,16,1,dining,0.072,0.13,17.5,0.69,2000,0,0,1,0
37.81,4,1,travel,0.01,0.431,7.1,0.99,3491,0,0,1,0
11.35,8,2,gas_transport,0.108,0.192,3.6,0.78,3467,0,0,0,0
120.0,13,8,travel,0.779,0.449,1499.6,4.01,480,3,1,1,1
47.77,14,1,grocery,0.054,0.158,17.1,1.66,1041,0,0,0,0
19.57,15,2,grocery,0.052,0.102,2.4,0.85,2389,0,0,0,0
36.66,8,1,health_beauty,0.025,0.017,25.1,1.41,3131,1,0,0,0
101.65,12,2,gas_transport,0.185,0.177,24.6,0.95,555,0,0,0,0
79.25,9,1,dining,0.035,0.27,15.5,0.52,1999,2,0,1,0
28.4,6,3,grocery,0.125,0.272,5.4,0.78,955,0,1,0,0
24.97,19,1,dining,0.036,0.17,8.5,1.38,3283,0,0,1,0
57.75,12,1,electronics,0.153,0.03,16.0,0.75,2490,0,0,1,0
580.29,15,6,travel,0.866,0.803,41.6,1.8,177,2,1,1,1
91.08,15,2,grocery,0.049,0.183,0.9,0.91,1334,1,0,1,0
50.68,7,2,grocery,0.149,0.022,17.1,1.22,1578,0,0,0,0
77.83,15,1,grocery,0.064,0.29,2.2,1.17,852,0,0,0,0
52.2,15,1,grocery,0.092,0.234,16.6,1.19,1712,0,0,0,0
113.33,18,1,clothing,0.014,0.144,3.0,0.93,2302,0,0,0,0
27.6,13,1,entertainment,0.074,0.051,13.4,1.0,1705,0,0,0,0
52.4,7,1,grocery,0.153,0.319,8.9,1.02,2554,0,0,0,0
110.71,7,2,health_beauty,0.197,0.085,9.9,1.01,1874,0,0,1,0
7.83,15,2,clothing,0.279,0.042,5.9,1.28,953,0,0,1,0
43.63,15,1,dining,0.164,0.164,14.1,0.85,2904,0,0,1,0
286.84,3,5,clothing,0.955,0.762,540.9,6.67,67,2,1,1,1
11.09,14,2,clothing,0.231,0.249,31.2,1.21,1272,0,0,1,0
42.76,1,2,electronics,0.119,0.164,7.8,1.01,1032,0,0,1,0
25.19,11,3,entertainment,0.034,0.125,1.5,1.17,659,0,0,1,0
25.16,17,3,grocery,0.104,0.169,10.1,1.23,998,0,0,1,0
93.64,8,1,utilities,0.047,0.123,0.7,0.85,308,0,0,0,0
11.39,21,2,gas_transport,0.051,0.132,7.3,0.73,3091,0,0,1,0
48.68,15,2,grocery,0.06,0.158,3.0,1.01,669,0,0,0,0
15.74,21,1,gas_transport,0.021,0.167,1.9,1.01,2461,0,0,0,0
237.43,13,11,electronics,0.842,0.792,108.2,5.71,178,1,0,1,1
27.1,15,4,grocery,0.064,0.5,1.1,1.05,941,0,0,0,0
71.76,19,6,dining,0.219,0.286,27.3,0.96,1852,0,1,1,0
78.48,13,1,retail,0.085,0.371,7.4,1.35,816,0,0,1,0
48.42,8,1,gas_transport,0.2,0.29,0.8,1.22,2482,0,0,0,0
8.87,13,2,grocery,0.044,0.35,6.3,0.67,2906,0,0,0,0
41.39,6,4,gas_transport,0.264,0.165,7.1,0.91,1932,0,0,0,0
14.81,8,1,entertainment,0.45,0.14,0.1,1.19,2339,0,0,0,0
14.49,11,3,retail,0.123,0.05,0.1,0.82,1076,0,0,1,0
17.25,6,5,entertainment,0.022,0.169,2.6,1.07,1729,0,0,0,0
74.31,10,4,gas_transport,0.01,0.053,9.4,0.88,928,0,0,1,0
24.96,12,2,grocery,0.128,0.318,2.0,1.11,2888,0,0,1,0
23.14,8,5,dining,0.026,0.347,1.4,0.6,2908,0,0,0,0
10.33,11,1,grocery,0.056,0.171,35.6,1.15,438,0,0,0,0
51.02,11,1,health_beauty,0.175,0.024,13.2,0.75,1963,0,0,0,0
42.75,11,1,electronics,0.151,0.19,37.6,1.41,1852,0,0,0,0
14.15,14,1,gas_transport,0.238,0.028,2.2,0.69,3229,0,0,1,0
7.52,22,3,health_beauty,0.058,0.182,53.1,1.32,984,0,0,0,0
32.14,12,4,electronics,0.14,0.331,2.3,1.1,2623,0,0,1,0
16.43,19,3,gas_transport,0.05,0.013,5.2,0.84,3498,0,0,0,0
77.8,15,1,electronics,0.205,0.494,13.5,1.17,411,0,0,1,0
53.8,15,1,dining,0.122,0.152,8.3,0.31,1314,0,0,0,0
16.8,11,1,entertainment,0.029,0.347,10.3,1.17,1458,0,0,1,0
13.77,17,1,entertainment,0.122,0.08,30.8,0.63,1171,0,0,1,0
3617.45,3,5,clothing,0.805,0.885,1317.8,7.46,70,3,0,1,1
365.13,17,2,dining,0.09,0.149,10.8,1.24,2414,0,0,0,0
36.68,5,1,dining,0.241,0.5,13.2,0.94,615,0,0,1,0
96.53,11,1,retail,0.048,0.159,13.9,1.35,2297,0,0,0,0
86.7,20,3,utilities,0.181,0.059,11.1,1.38,2100,0,0,0,0
14.73,11,1,electronics,0.166,0.151,38.9,1.02,2063,0,0,0,0
32.01,10,2,utilities,0.016,0.301,22.4,0.84,2358,2,0,0,0
7.82,12,1,electronics,0.201,0.198,5.9,0.96,1345,0,0,0,0
113.37,6,1,utilities,0.077,0.115,9.3,1.34,1252,0,0,1,0
46.1,11,1,electronics,0.115,0.227,27.3,0.58,3545,0,0,0,0
4793.01,19,9,entertainment,0.646,0.757,116.4,3.98,466,0,0,1,1
132.21,16,1,travel,0.101,0.016,6.4,0.74,1153,0,0,0,0
18.44,10,5,gas_transport,0.235,0.118,57.8,1.04,1872,1,0,1,0
15.71,9,1,entertainment,0.221,0.5,3.8,0.96,922,0,0,0,0
39.35,22,1,travel,0.329,0.02,11.1,0.81,2092,0,0,0,0
12.16,15,1,grocery,0.258,0.234,1.8,1.33,1963,0,0,1,0
144.26,2,9,clothing,0.967,0.659,458.0,2.87,248,4,1,1,1
23.18,18,4,entertainment,0.053,0.5,3.3,1.17,1857,0,0,0,0
48.94,5,3,grocery,0.061,0.115,3.7,1.25,2749,0,0,1,0
56.74,8,2,health_beauty,0.143,0.179,33.3,0.88,2234,0,1,1,0
1546.15,18,3,entertainment,0.544,0.747,17.0,7.07,180,2,0,1,1
86.2,17,1,grocery,0.067,0.265,30.8,1.05,2174,0,0,0,0
109.47,11,2,health_beauty,0.087,0.134,44.4,0.93,2156,1,0,0,0
162.1,5,5,entertainment,0.072,0.296,5.3,1.07,1197,0,0,0,0
39.58,16,1,dining,0.018,0.108,20.5,1.12,1945,0,0,0,0
43.14,13,1,gas_transport,0.361,0.113,18.9,1.16,331,0,0,0,0
23.53,17,1,grocery,0.411,0.061,4.5,0.85,2268,0,0,0,0
270.95,12,2,dining,0.279,0.231,10.0,0.5,3528,0,0,1,0
27.53,10,1,grocery,0.241,0.078,0.2,1.21,379,0,0,0,0
40.97,9,1,retail,0.154,0.283,19.2,0.75,3228,1,0,1,0
149.5,22,2,grocery,0.129,0.164,45.4,0.78,1938,0,0,1,0
17.82,10,2,grocery,0.152,0.145,12.4,0.64,3548,0,0,1,0
37.28,17,1,electronics,0.194,0.067,36.8,1.48,2769,0,0,1,0
54.94,17,2,utilities,0.252,0.055,17.8,0.85,1654,0,0,1,0
118.53,14,2,retail,0.133,0.117,12.4,1.11,2405,0,0,0,0
42.8,16,2,electronics,0.045,0.198,51.2,0.75,2934,0,0,0,0
20.44,14,2,grocery,0.077,0.091,38.0,0.36,1817,1,0,1,0
17.43,12,3,health_beauty,0.048,0.058,14.3,1.0,2501,0,0,0,0
86.87,23,1,clothing,0.249,0.01,5.0,1.27,2222,0,0,1,0
45.08,13,1,dining,0.329,0.029,0.1,1.4,1618,0,0,1,0
60.64,22,3,entertainment,0.192,0.071,6.7,0.67,2025,0,0,0,0
221.75,10,1,electronics,0.063,0.096,0.5,0.75,666,0,1,1,0
61.08,11,1,grocery,0.103,0.021,21.1,0.74,1230,0,0,0,0
14.68,6,2,clothing,0.051,0.052,10.4,1.0,1930,0,0,0,0
39.93,14,2,entertainment,0.035,0.03,2.8,0.8,1692,0,0,1,0
51.37,12,1,retail,0.178,0.148,0.7,0.81,1063,0,0,0,0
38.66,6,1,entertainment,0.139,0.111,23.0,1.04,3399,0,0,1,0
137.69,16,3,retail,0.236,0.143,2.0,1.35,3106,2,0,1,0
72.17,10,3,dining,0.154,0.074,18.8,1.02,344,0,0,0,0
141.64,14,2,grocery,0.015,0.206,27.2,0.68,1449,0,0,0,0
71.6,14,1,dining,0.107,0.121,5.1,1.29,888,0,0,1,0
108.33,13,1,grocery,0.318,0.087,5.2,1.28,2065,0,0,0,0
5.9,19,3,dining,0.232,0.397,3.7,0.32,3095,0,0,0,0
68.85,11,1,dining,0.1,0.277,12.2,0.9,2631,0,0,1,0
36.95,11,2,retail,0.138,0.12,13.1,0.88,2096,1,0,0,0
32.4,11,1,dining,0.124,0.123,35.2,0.58,3023,0,0,1,0
23.95,14,1,grocery,0.066,0.01,6.4,0.65,580,0,0,0,0
16.06,9,3,health_beauty,0.176,0.026,1.4,1.42,1022,0,0,1,0
139.48,17,1,electronics,0.053,0.285,12.5,0.99,3060,0,0,0,0
48.97,13,4,travel,0.33,0.145,0.8,1.2,245,0,0,1,0
21.59,10,1,gas_transport,0.33,0.145,1.7,1.08,2722,0,0,1,0
18.17,14,1,dining,0.22,0.198,31.3,1.0,3285,0,0,0,0
37.39,19,4,entertainment,0.107,0.081,17.6,0.83,1072,0,1,0,0
96.73,16,2,health_beauty,0.139,0.435,4.9,0.9,452,0,0,0,0
12.24,4,2,grocery,0.187,0.07,2.5,1.29,359,0,0,1,0
87.49,10,1,grocery,0.063,0.034,5.4,0.38,905,0,0,0,0
17.73,9,1,gas_transport,0.039,0.025,3.1,1.09,1984,0,0,0,0
26.0,9,2,electronics,0.173,0.181,5.3,1.45,2420,0,1,1,0
47.44,13,1,gas_transport,0.023,0.074,32.6,1.59,2221,0,0,1,0
83.66,15,3,retail,0.105,0.154,4.9,0.65,3252,0,0,1,0
28.85,6,3,electronics,0.19,0.391,2.4,0.87,2209,0,0,0,0
43.38,22,1,clothing,0.01,0.159,30.8,1.32,2540,0,0,0,0
47.35,18,1,dining,0.054,0.018,62.8,1.05,1643,0,0,1,0
643.62,2,6,health_beauty,0.87,0.746,976.2,5.11,435,4,0,1,1
104.39,9,1,dining,0.102,0.219,19.2,0.86,182,0,0,0,0
241.71,1,9,clothing,0.739,0.775,527.9,6.05,137,1,0,0,1
28.95,8,3,grocery,0.029,0.149,12.3,1.18,3553,0,0,0,0
128.55,11,3,grocery,0.225,0.153,22.1,1.07,3207,0,0,1,0
48.65,15,2,clothing,0.158,0.5,1.1,1.11,813,0,0,1,0
45.01,12,1,entertainment,0.096,0.141,4.2,1.34,1171,0,0,1,0
41.31,18,3,grocery,0.232,0.178,3.3,0.73,1507,0,0,1,0
22.85,9,2,electronics,0.171,0.164,19.9,0.82,860,0,0,1,0
39.58,21,2,dining,0.051,0.122,3.9,1.29,2052,0,0,0,0
71.04,18,1,gas_transport,0.177,0.378,22.1,1.26,2021,0,0,0,0
37.67,8,1,electronics,0.184,0.012,9.7,1.01,1681,0,0,0,0
57.25,20,1,grocery,0.029,0.312,13.1,0.7,1006,0,0,1,0
29.72,9,4,dining,0.293,0.162,1.8,1.42,3155,0,0,1,0
181.76,15,2,grocery,0.288,0.038,6.8,0.92,1257,0,0,1,0
33.27,11,2,retail,0.139,0.073,12.3,0.86,217,0,0,1,0
40.92,18,2,grocery,0.196,0.206,10.4,0.86,902,0,0,0,0
37.17,11,2,clothing,0.267,0.186,34.3,0.92,3507,0,0,0,0
27.59,9,2,dining,0.149,0.063,37.2,0.89,833,0,0,1,0
353.82,10,2,dining,0.209,0.073,1.9,0.86,709,0,0,1,0
51.07,16,4,dining,0.129,0.219,10.3,1.1,1016,0,0,1,0
120.0,18,2,entertainment,0.838,0.953,107.1,3.08,184,0,1,1,1
67.64,16,1,dining,0.08,0.213,5.0,0.68,2304,0,0,0,0
48.02,11,1,grocery,0.013,0.05,1.4,1.08,1779,0,0,1,0
96.65,15,1,health_beauty,0.24,0.041,4.9,1.04,2234,0,0,0,0
26.07,22,4,grocery,0.085,0.34,20.8,0.57,1298,0,1,0,0
39.64,19,2,grocery,0.177,0.284,0.1,0.72,666,0,0,1,0
38.32,12,1,clothing,0.108,0.01,1.7,1.11,748,0,0,1,0
282.8,10,1,grocery,0.113,0.091,3.5,0.7,1591,0,0,1,0
42.69,0,2,gas_transport,0.142,0.019,3.9,0.9,1253,0,0,0,0
2253.99,16,10,electronics,0.958,0.573,390.8,2.69,331,0,0,1,1
185.21,21,10,health_beauty,0.909,0.905,340.5,8.23,84,2,0,0,1
266.72,21,9,gas_transport,0.697,0.852,214.6,5.21,31,2,1,1,1
74.58,14,1,entertainment,0.098,0.11,7.0,0.6,876,0,0,1,0
44.74,19,1,grocery,0.056,0.192,1.4,1.17,863,0,0,1,0
10.51,9,4,clothing,0.048,0.087,18.6,1.52,3302,0,0,1,0
36.52,5,3,clothing,0.136,0.187,21.4,1.02,559,0,0,1,0
74.51,10,3,gas_transport,0.022,0.112,2.3,1.15,1002,0,0,0,0
13.46,13,4,grocery,0.106,0.068,20.3,0.82,1311,0,0,0,0
27.88,1,2,grocery,0.038,0.205,20.9,0.63,1336,0,0,1,0
26.81,17,2,health_beauty,0.11,0.086,23.0,0.76,1530,0,0,1,0
16.98,10,1,dining,0.073,0.165,2.2,0.8,1519,0,0,1,0
49.07,8,1,gas_transport,0.021,0.259,42.4,1.24,3055,0,0,0,0
31.59,16,1,gas_transport,0.04,0.182,6.0,0.9,3107,0,0,0,0
30.46,5,1,dining,0.238,0.019,52.7,0.8,2022,0,0,1,0
59.98,16,2,clothing,0.041,0.011,0.7,0.42,2391,0,0,0,0
59.71,13,1,grocery,0.045,0.01,1.4,1.34,1006,0,0,1,0
47.83,9,1,grocery,0.104,0.145,26.4,1.04,3121,0,0,1,0
73.78,6,1,retail,0.104,0.198,2.4,1.03,1961,1,0,1,0
13.01,21,4,grocery,0.099,0.043,2.6,0.91,2558,0,0,0,0
31.95,12,1,entertainment,0.096,0.124,6.4,1.09,2504,0,0,1,0
39.29,15,2,health_beauty,0.109,0.203,4.6,1.13,1038,0,0,1,0
41.72,17,3,grocery,0.046,0.238,15.8,1.91,371,0,0,1,0
52.09,7,1,electronics,0.191,0.269,2.9,1.56,3154,0,0,0,0
12.37,0,1,health_beauty,0.15,0.236,3.8,0.53,532,0,0,0,0
55.63,13,3,grocery,0.218,0.061,4.5,1.08,1260,0,0,1,0
12.52,4,2,dining,0.01,0.135,6.1,1.02,1656,0,0,1,0
44.72,19,1,retail,0.324,0.236,1.0,0.85,651,0,0,0,0
153.28,14,2,gas_transport,0.231,0.323,6.0,1.6,638,0,0,1,0
11.53,20,1,dining,0.301,0.231,34.9,0.9,2724,0,0,0,0
6.09,8,3,clothing,0.169,0.01,14.6,0.84,1584,0,0,1,0
23.88,15,2,entertainment,0.077,0.093,2.8,1.05,606,0,0,1,0
20.8,7,1,health_beauty,0.082,0.147,62.4,0.89,778,0,0,0,0
24.88,17,2,gas_transport,0.081,0.353,2.7,0.85,1219,0,0,1,0
20.18,10,1,gas_transport,0.141,0.019,20.6,0.91,2324,0,0,1,0
61.98,12,3,travel,0.144,0.16,4.6,1.1,3436,0,0,1,0
55.34,17,5,grocery,0.112,0.306,8.5,0.26,1390,0,0,0,0
28.11,11,2,clothing,0.086,0.256,6.0,1.14,2511,0,0,1,0
52.93,16,4,grocery,0.118,0.027,25.9,1.23,3578,0,0,0,0
12.73,23,1,retail,0.108,0.053,6.6,0.76,1910,0,0,1,0
75.52,17,2,dining,0.131,0.042,5.0,0.84,1829,0,0,1,0
158.49,21,3,grocery,0.046,0.01,0.4,1.14,1808,0,0,1,0
24.37,12,2,grocery,0.01,0.011,24.7,0.95,2339,0,0,1,0
32.41,14,1,grocery,0.022,0.301,63.9,1.11,1694,0,0,0,0
28.59,19,1,gas_transport,0.016,0.091,22.6,0.68,1542,0,0,1,0
38.15,16,1,dining,0.107,0.015,13.1,1.17,1290,0,0,1,0
120.0,18,8,travel,0.709,0.911,1345.0,6.47,101,4,1,1,1
36.88,12,4,entertainment,0.081,0.174,27.9,0.79,2949,0,0,1,0
149.03,14,1,grocery,0.08,0.016,1.3,0.85,1106,0,0,1,0
32.07,19,2,entertainment,0.091,0.095,16.9,0.97,1861,0,0,0,0
72.1,2,1,health_beauty,0.347,0.37,9.0,0.6,3244,2,0,1,0
78.35,10,2,gas_transport,0.163,0.184,12.7,1.09,1001,0,0,1,0
57.43,1,2,grocery,0.163,0.127,12.2,1.12,1808,0,0,0,0
77.48,18,2,travel,0.127,0.093,27.7,1.32,1900,0,0,0,0
65.18,8,3,grocery,0.395,0.114,6.9,0.76,2900,0,0,0,0
24.13,17,2,grocery,0.027,0.079,11.4,1.04,2542,0,0,0,0
17.35,14,3,grocery,0.074,0.302,2.3,0.87,234,0,1,1,0
12.62,19,4,electronics,0.118,0.206,70.5,0.81,1250,0,0,1,0
10.71,6,1,health_beauty,0.103,0.042,12.9,1.59,962,0,0,0,0
57.16,12,4,dining,0.139,0.027,18.2,0.76,2378,1,0,1,0
29.89,9,2,grocery,0.023,0.159,2.1,1.67,1840,0,0,1,0
20.7,4,1,gas_transport,0.096,0.126,0.8,0.98,2413,0,0,1,0
102.1,7,4,dining,0.101,0.332,4.5,0.98,1273,0,0,1,0
43.84,0,2,electronics,0.082,0.074,0.1,1.06,1822,0,0,1,0
39.45,8,1,clothing,0.171,0.05,3.0,0.85,315,0,0,1,0
22.18,12,2,grocery,0.436,0.233,44.0,0.81,926,0,1,0,0
120.0,15,7,travel,0.713,0.734,394.3,8.85,46,0,0,1,1
114.41,13,3,gas_transport,0.099,0.048,11.4,1.16,1219,0,0,1,0
108.35,14,1,gas_transport,0.151,0.5,6.1,0.64,2259,0,0,1,0
66.51,16,2,travel,0.077,0.066,17.6,0.94,1169,0,0,0,0
31.1,12,3,retail,0.017,0.041,6.5,1.16,230,0,0,1,0
79.14,7,1,dining,0.057,0.062,4.2,0.76,1763,0,0,1,0
910.66,3,5,electronics,0.921,0.842,1711.2,1.8,140,4,1,1,1
94.74,18,1,clothing,0.243,0.125,8.0,1.02,950,0,0,1,0
472.19,4,8,electronics,0.615,0.566,212.5,4.93,99,4,1,1,1
15.16,11,1,grocery,0.04,0.215,27.5,1.48,1040,0,0,1,0
87.32,14,4,clothing,0.02,0.278,20.8,0.66,1943,0,0,0,0
122.21,11,2,travel,0.29,0.399,18.7,0.39,3490,0,0,1,0
32.11,8,2,utilities,0.106,0.339,3.6,1.08,2260,0,0,1,0
40.02,10,1,grocery,0.048,0.132,19.3,0.76,188,0,0,1,0
35.22,13,1,entertainment,0.01,0.354,50.2,0.79,2636,0,0,1,0
86.94,10,3,dining,0.044,0.326,10.7,0.9,2738,0,0,0,0
39.3,20,3,electronics,0.072,0.135,48.0,1.34,211,1,0,0,0
27.56,10,1,utilities,0.119,0.021,7.8,0.94,1391,0,0,0,0
3300.25,21,8,travel,0.727,0.391,949.4,4.03,46,0,1,1,1
40.82,12,4,clothing,0.239,0.148,9.2,1.24,2439,0,0,1,0
35.68,17,3,gas_transport,0.205,0.382,51.3,1.24,1311,0,0,1,0
71.31,6,1,entertainment,0.193,0.152,25.5,1.28,885,1,0,0,0
385.65,4,12,electronics,0.951,0.966,863.5,4.09,231,3,1,1,1
39.78,10,5,travel,0.229,0.053,14.7,1.37,493,0,0,0,0
32.64,6,1,utilities,0.062,0.479,9.3,1.43,2810,0,0,1,0
800.54,4,10,clothing,0.736,0.898,57.6,4.96,29,0,0,1,1
18.85,6,3,health_beauty,0.046,0.041,4.8,1.23,877,0,0,0,0
27.56,16,3,clothing,0.039,0.159,3.7,1.0,1908,0,0,1,0
18.39,15,1,electronics,0.156,0.39,0.8,0.96,3057,0,0,1,0
85.52,16,4,electronics,0.225,0.115,17.1,1.09,760,0,0,1,0
43.1,8,4,grocery,0.037,0.304,5.4,0.41,2124,0,0,0,0
73.61,11,1,grocery,0.178,0.143,17.1,1.24,2116,1,0,0,0
19.66,14,1,health_beauty,0.083,0.213,16.4,1.24,535,0,0,0,0
167.73,12,1,grocery,0.174,0.045,5.4,0.99,742,0,0,0,0
93.19,10,1,electronics,0.03,0.281,6.2,1.18,1030,0,0,0,0
48.42,8,1,retail,0.202,0.077,23.6,1.21,3566,0,0,1,0
19.23,15,2,clothing,0.148,0.105,3.9,1.08,718,0,0,0,0
58.17,11,2,grocery,0.265,0.075,7.8,1.89,2894,0,0,1,0
10.04,7,1,electronics,0.394,0.111,3.0,1.32,1651,0,0,0,0
61.29,18,1,dining,0.029,0.269,5.6,1.3,1902,0,0,0,0
87.65,17,1,dining,0.137,0.276,16.3,1.0,369,0,0,1,0
39.83,6,2,dining,0.214,0.179,7.7,0.68,206,0,0,1,0
115.55,11,2,grocery,0.1,0.229,1.2,1.2,3230,0,0,0,0
21.16,23,2,utilities,0.22,0.199,7.6,1.26,2769,0,0,0,0
12.19,17,5,clothing,0.095,0.197,14.8,0.69,405,0,0,1,0
56.23,13,1,clothing,0.035,0.05,11.7,0.83,2444,0,0,1,0
53.62,1,2,dining,0.042,0.067,7.7,1.47,3564,0,0,1,0
37.38,7,2,gas_transport,0.114,0.226,0.9,0.64,2859,0,0,1,0
120.0,3,9,travel,0.884,0.921,3433.2,5.68,79,2,1,1,1
32.57,4,1,grocery,0.319,0.14,43.1,1.08,1105,0,0,1,0
42.21,17,1,travel,0.231,0.039,14.0,0.86,662,0,0,1,0
99.04,12,1,utilities,0.186,0.381,1.6,0.71,560,0,0,1,0
19.03,6,2,dining,0.279,0.049,8.1,1.18,3363,0,0,1,0
20.96,8,4,electronics,0.345,0.037,15.8,0.95,3365,0,0,1,0
13.7,8,1,dining,0.01,0.433,17.4,0.93,2430,0,0,1,0
232.37,8,1,health_beauty,0.199,0.041,6.0,1.1,2594,0,0,0,0
1451.77,16,8,travel,0.894,0.655,1885.5,6.7,4,0,1,1,1
74.57,8,1,grocery,0.038,0.078,1.5,0.6,3263,0,0,1,0
44.01,20,3,dining,0.164,0.221,19.1,1.08,820,0,0,0,0
41.83,7,1,gas_transport,0.052,0.073,1.1,1.35,483,0,0,1,0
43.89,9,1,retail,0.193,0.039,24.9,1.02,3209,0,0,1,0
28.13,0,1,grocery,0.318,0.18,2.7,1.21,195,0,0,1,0
44.43,9,1,gas_transport,0.065,0.042,22.6,0.89,2731,0,0,1,0
21.8,19,2,clothing,0.013,0.375,12.1,1.0,3072,1,0,1,0
122.87,5,5,clothing,0.798,0.392,358.1,5.94,323,4,1,1,1
51.25,5,3,entertainment,0.188,0.127,8.4,1.06,1154,0,0,1,0
34.42,8,3,gas_transport,0.095,0.13,0.3,0.7,1543,0,0,1,0
16.16,13,2,grocery,0.122,0.044,16.6,0.94,3165,0,0,0,0
37.8,9,1,grocery,0.097,0.221,1.0,0.57,1872,0,0,1,0
15.51,17,5,electronics,0.105,0.134,3.3,0.95,3513,1,0,1,0
85.34,14,2,gas_transport,0.118,0.174,7.8,0.9,2856,0,0,1,0
298.74,7,3,clothing,0.115,0.294,32.7,0.93,3388,1,0,1,0
174.09,7,1,dining,0.148,0.069,2.3,0.95,1062,0,0,1,0
21.08,17,1,utilities,0.047,0.316,14.3,1.22,2384,0,0,1,0
49.01,11,1,grocery,0.019,0.28,9.0,1.06,779,0,0,0,0
12.73,19,3,health_beauty,0.244,0.15,2.0,0.93,211,0,0,1,0
